position	post_id	post_by	post_text	post_published	comment_id	comment_by	is_reply	comment_message	comment_published	comment_like_count
24_10	646923735447140_777173745755471	1c95f23883b588992fa0fdb093ce1dea80368b18	I sostenitori del NO sono talmente numerosi  al punto da aver creato i sodalizi più disparati: senatori autorevoli che hanno votato per la stessa riforma in parlamento  come Mario Monti; populisti che lamentano il costo esorbitante e la corruzione del governo italiano  come Beppe Grillo; addirittura alcuni esponenti del partito di Renzi che in passato hanno guidato commissioni per varare analoghe modifiche costituzionali  come Massimo D Alema  cariatidi della  casta  più becera quali Cirino Pomicino  Gianfranco Fini  Ciriaco De Mita  Pierluigi Bersani   nostalgici di ideologie del secolo scorso quali Bertinotti  Vendola  Ferrero  e per finire anche quel poco che resta del sacro romano impero di Arcore. Ebbene è chiaro anche ai neonati che costoro non sono uniti dalla contrarietà alla riforma  quanto da una malcelata insofferenza ed invidia nei confronti di Matteo Renzi che con tutti i suoi limiti e difetti ha fatto in due anni ciò che questa armata Brancaleone non ha fatto in trenta anni.	2016-11-04T07:20:30+0000	777173745755471_784740254998820	27a96954cdcf04021a6e44431d40a7de63b17ac5	1	Brava adesso siete in 3 a votare si	2016-11-18T13:35:07+0000	2
24_11	646923735447140_777173745755471	1c95f23883b588992fa0fdb093ce1dea80368b18	I sostenitori del NO sono talmente numerosi  al punto da aver creato i sodalizi più disparati: senatori autorevoli che hanno votato per la stessa riforma in parlamento  come Mario Monti; populisti che lamentano il costo esorbitante e la corruzione del governo italiano  come Beppe Grillo; addirittura alcuni esponenti del partito di Renzi che in passato hanno guidato commissioni per varare analoghe modifiche costituzionali  come Massimo D Alema  cariatidi della  casta  più becera quali Cirino Pomicino  Gianfranco Fini  Ciriaco De Mita  Pierluigi Bersani   nostalgici di ideologie del secolo scorso quali Bertinotti  Vendola  Ferrero  e per finire anche quel poco che resta del sacro romano impero di Arcore. Ebbene è chiaro anche ai neonati che costoro non sono uniti dalla contrarietà alla riforma  quanto da una malcelata insofferenza ed invidia nei confronti di Matteo Renzi che con tutti i suoi limiti e difetti ha fatto in due anni ciò che questa armata Brancaleone non ha fatto in trenta anni.	2016-11-04T07:20:30+0000	777173745755471_784859711653541	e28135e64bb5dce72e80a6c7fe0495d29ee1ebe3	1	😂😂	2016-11-18T18:45:13+0000	0
24_12	646923735447140_777173745755471	1c95f23883b588992fa0fdb093ce1dea80368b18	I sostenitori del NO sono talmente numerosi  al punto da aver creato i sodalizi più disparati: senatori autorevoli che hanno votato per la stessa riforma in parlamento  come Mario Monti; populisti che lamentano il costo esorbitante e la corruzione del governo italiano  come Beppe Grillo; addirittura alcuni esponenti del partito di Renzi che in passato hanno guidato commissioni per varare analoghe modifiche costituzionali  come Massimo D Alema  cariatidi della  casta  più becera quali Cirino Pomicino  Gianfranco Fini  Ciriaco De Mita  Pierluigi Bersani   nostalgici di ideologie del secolo scorso quali Bertinotti  Vendola  Ferrero  e per finire anche quel poco che resta del sacro romano impero di Arcore. Ebbene è chiaro anche ai neonati che costoro non sono uniti dalla contrarietà alla riforma  quanto da una malcelata insofferenza ed invidia nei confronti di Matteo Renzi che con tutti i suoi limiti e difetti ha fatto in due anni ciò che questa armata Brancaleone non ha fatto in trenta anni.	2016-11-04T07:20:30+0000	777173745755471_783756601763852	33dcfd49ce3f561e59ef14fda4a499ddc9591fca	0	Bastaaaaaa!!  Sempre gli stessi avanti il nuovo anche se ancora imperfetto. IO VOTO SI	2016-11-16T12:20:11+0000	2
24_13	646923735447140_777173745755471	1c95f23883b588992fa0fdb093ce1dea80368b18	I sostenitori del NO sono talmente numerosi  al punto da aver creato i sodalizi più disparati: senatori autorevoli che hanno votato per la stessa riforma in parlamento  come Mario Monti; populisti che lamentano il costo esorbitante e la corruzione del governo italiano  come Beppe Grillo; addirittura alcuni esponenti del partito di Renzi che in passato hanno guidato commissioni per varare analoghe modifiche costituzionali  come Massimo D Alema  cariatidi della  casta  più becera quali Cirino Pomicino  Gianfranco Fini  Ciriaco De Mita  Pierluigi Bersani   nostalgici di ideologie del secolo scorso quali Bertinotti  Vendola  Ferrero  e per finire anche quel poco che resta del sacro romano impero di Arcore. Ebbene è chiaro anche ai neonati che costoro non sono uniti dalla contrarietà alla riforma  quanto da una malcelata insofferenza ed invidia nei confronti di Matteo Renzi che con tutti i suoi limiti e difetti ha fatto in due anni ciò che questa armata Brancaleone non ha fatto in trenta anni.	2016-11-04T07:20:30+0000	777173745755471_784083108397868	cc22be593139602fa63545bf092f563a9cdd2fe7	1	Gianni, ognuno di noi ha il diritto di votare i senatori che ci rappresentano. Se voti "sì" non avrai mai più questo diritto. Non farti ingannare dall'arte oratoria di Renzi. Quella oratoria è un'arte appunto, un gioco di prestigio e un'illusione ottica. Sii più intelligente di lui, vota "no"	2016-11-17T05:10:01+0000	2
24_14	646923735447140_777173745755471	1c95f23883b588992fa0fdb093ce1dea80368b18	I sostenitori del NO sono talmente numerosi  al punto da aver creato i sodalizi più disparati: senatori autorevoli che hanno votato per la stessa riforma in parlamento  come Mario Monti; populisti che lamentano il costo esorbitante e la corruzione del governo italiano  come Beppe Grillo; addirittura alcuni esponenti del partito di Renzi che in passato hanno guidato commissioni per varare analoghe modifiche costituzionali  come Massimo D Alema  cariatidi della  casta  più becera quali Cirino Pomicino  Gianfranco Fini  Ciriaco De Mita  Pierluigi Bersani   nostalgici di ideologie del secolo scorso quali Bertinotti  Vendola  Ferrero  e per finire anche quel poco che resta del sacro romano impero di Arcore. Ebbene è chiaro anche ai neonati che costoro non sono uniti dalla contrarietà alla riforma  quanto da una malcelata insofferenza ed invidia nei confronti di Matteo Renzi che con tutti i suoi limiti e difetti ha fatto in due anni ciò che questa armata Brancaleone non ha fatto in trenta anni.	2016-11-04T07:20:30+0000	777173745755471_784090595063786	5a24176176250ed592747daa5cb1ed347cd79805	1	Diciamo te tu hai sintetizzato molto !	2016-11-17T05:36:33+0000	0
24_15	646923735447140_777173745755471	1c95f23883b588992fa0fdb093ce1dea80368b18	I sostenitori del NO sono talmente numerosi  al punto da aver creato i sodalizi più disparati: senatori autorevoli che hanno votato per la stessa riforma in parlamento  come Mario Monti; populisti che lamentano il costo esorbitante e la corruzione del governo italiano  come Beppe Grillo; addirittura alcuni esponenti del partito di Renzi che in passato hanno guidato commissioni per varare analoghe modifiche costituzionali  come Massimo D Alema  cariatidi della  casta  più becera quali Cirino Pomicino  Gianfranco Fini  Ciriaco De Mita  Pierluigi Bersani   nostalgici di ideologie del secolo scorso quali Bertinotti  Vendola  Ferrero  e per finire anche quel poco che resta del sacro romano impero di Arcore. Ebbene è chiaro anche ai neonati che costoro non sono uniti dalla contrarietà alla riforma  quanto da una malcelata insofferenza ed invidia nei confronti di Matteo Renzi che con tutti i suoi limiti e difetti ha fatto in due anni ciò che questa armata Brancaleone non ha fatto in trenta anni.	2016-11-04T07:20:30+0000	777173745755471_784091238397055	5a24176176250ed592747daa5cb1ed347cd79805	1	A mio parere ci sono molti pro e molti contro ed è una decisione difficile da prendere perché da una Parte e vero che levano il cnel e permettono di votare non colo il partito ma anche l esponente ( per eleggere il presidente della repubblica)ma dall' altro canto levano moltissimi diritti a noi che già ne abbiamo pochi ...	2016-11-17T05:40:15+0000	0
24_16	646923735447140_777173745755471	1c95f23883b588992fa0fdb093ce1dea80368b18	I sostenitori del NO sono talmente numerosi  al punto da aver creato i sodalizi più disparati: senatori autorevoli che hanno votato per la stessa riforma in parlamento  come Mario Monti; populisti che lamentano il costo esorbitante e la corruzione del governo italiano  come Beppe Grillo; addirittura alcuni esponenti del partito di Renzi che in passato hanno guidato commissioni per varare analoghe modifiche costituzionali  come Massimo D Alema  cariatidi della  casta  più becera quali Cirino Pomicino  Gianfranco Fini  Ciriaco De Mita  Pierluigi Bersani   nostalgici di ideologie del secolo scorso quali Bertinotti  Vendola  Ferrero  e per finire anche quel poco che resta del sacro romano impero di Arcore. Ebbene è chiaro anche ai neonati che costoro non sono uniti dalla contrarietà alla riforma  quanto da una malcelata insofferenza ed invidia nei confronti di Matteo Renzi che con tutti i suoi limiti e difetti ha fatto in due anni ciò che questa armata Brancaleone non ha fatto in trenta anni.	2016-11-04T07:20:30+0000	777173745755471_784616371677875	8eb334796b1a5d3d6241618b7cec515dbab37be7	1	Si tutta la vita	2016-11-18T07:26:17+0000	0
24_17	646923735447140_777173745755471	1c95f23883b588992fa0fdb093ce1dea80368b18	I sostenitori del NO sono talmente numerosi  al punto da aver creato i sodalizi più disparati: senatori autorevoli che hanno votato per la stessa riforma in parlamento  come Mario Monti; populisti che lamentano il costo esorbitante e la corruzione del governo italiano  come Beppe Grillo; addirittura alcuni esponenti del partito di Renzi che in passato hanno guidato commissioni per varare analoghe modifiche costituzionali  come Massimo D Alema  cariatidi della  casta  più becera quali Cirino Pomicino  Gianfranco Fini  Ciriaco De Mita  Pierluigi Bersani   nostalgici di ideologie del secolo scorso quali Bertinotti  Vendola  Ferrero  e per finire anche quel poco che resta del sacro romano impero di Arcore. Ebbene è chiaro anche ai neonati che costoro non sono uniti dalla contrarietà alla riforma  quanto da una malcelata insofferenza ed invidia nei confronti di Matteo Renzi che con tutti i suoi limiti e difetti ha fatto in due anni ciò che questa armata Brancaleone non ha fatto in trenta anni.	2016-11-04T07:20:30+0000	777173745755471_783898981749614	5a24176176250ed592747daa5cb1ed347cd79805	0	Non so cosa pensare ! Sono indeciso sento tante opinioni contrastanti	2016-11-16T18:45:33+0000	0
24_18	646923735447140_777173745755471	1c95f23883b588992fa0fdb093ce1dea80368b18	I sostenitori del NO sono talmente numerosi  al punto da aver creato i sodalizi più disparati: senatori autorevoli che hanno votato per la stessa riforma in parlamento  come Mario Monti; populisti che lamentano il costo esorbitante e la corruzione del governo italiano  come Beppe Grillo; addirittura alcuni esponenti del partito di Renzi che in passato hanno guidato commissioni per varare analoghe modifiche costituzionali  come Massimo D Alema  cariatidi della  casta  più becera quali Cirino Pomicino  Gianfranco Fini  Ciriaco De Mita  Pierluigi Bersani   nostalgici di ideologie del secolo scorso quali Bertinotti  Vendola  Ferrero  e per finire anche quel poco che resta del sacro romano impero di Arcore. Ebbene è chiaro anche ai neonati che costoro non sono uniti dalla contrarietà alla riforma  quanto da una malcelata insofferenza ed invidia nei confronti di Matteo Renzi che con tutti i suoi limiti e difetti ha fatto in due anni ciò che questa armata Brancaleone non ha fatto in trenta anni.	2016-11-04T07:20:30+0000	777173745755471_784237745049071	2ffd13e7ef38bcb5377af17383b00135bfe686da	1	C'è la faremo	2016-11-17T13:24:27+0000	0
24_19	646923735447140_777173745755471	1c95f23883b588992fa0fdb093ce1dea80368b18	I sostenitori del NO sono talmente numerosi  al punto da aver creato i sodalizi più disparati: senatori autorevoli che hanno votato per la stessa riforma in parlamento  come Mario Monti; populisti che lamentano il costo esorbitante e la corruzione del governo italiano  come Beppe Grillo; addirittura alcuni esponenti del partito di Renzi che in passato hanno guidato commissioni per varare analoghe modifiche costituzionali  come Massimo D Alema  cariatidi della  casta  più becera quali Cirino Pomicino  Gianfranco Fini  Ciriaco De Mita  Pierluigi Bersani   nostalgici di ideologie del secolo scorso quali Bertinotti  Vendola  Ferrero  e per finire anche quel poco che resta del sacro romano impero di Arcore. Ebbene è chiaro anche ai neonati che costoro non sono uniti dalla contrarietà alla riforma  quanto da una malcelata insofferenza ed invidia nei confronti di Matteo Renzi che con tutti i suoi limiti e difetti ha fatto in due anni ciò che questa armata Brancaleone non ha fatto in trenta anni.	2016-11-04T07:20:30+0000	777173745755471_783963125076533	2ffd13e7ef38bcb5377af17383b00135bfe686da	0	#bastaunSI	2016-11-16T22:38:20+0000	0
24_20	646923735447140_777173745755471	1c95f23883b588992fa0fdb093ce1dea80368b18	I sostenitori del NO sono talmente numerosi  al punto da aver creato i sodalizi più disparati: senatori autorevoli che hanno votato per la stessa riforma in parlamento  come Mario Monti; populisti che lamentano il costo esorbitante e la corruzione del governo italiano  come Beppe Grillo; addirittura alcuni esponenti del partito di Renzi che in passato hanno guidato commissioni per varare analoghe modifiche costituzionali  come Massimo D Alema  cariatidi della  casta  più becera quali Cirino Pomicino  Gianfranco Fini  Ciriaco De Mita  Pierluigi Bersani   nostalgici di ideologie del secolo scorso quali Bertinotti  Vendola  Ferrero  e per finire anche quel poco che resta del sacro romano impero di Arcore. Ebbene è chiaro anche ai neonati che costoro non sono uniti dalla contrarietà alla riforma  quanto da una malcelata insofferenza ed invidia nei confronti di Matteo Renzi che con tutti i suoi limiti e difetti ha fatto in due anni ciò che questa armata Brancaleone non ha fatto in trenta anni.	2016-11-04T07:20:30+0000	777173745755471_784910601648452	dea27b86fc60fa623492f1413b6193476fd04164	0		2016-11-18T21:35:21+0000	1
24_21	646923735447140_777173745755471	1c95f23883b588992fa0fdb093ce1dea80368b18	I sostenitori del NO sono talmente numerosi  al punto da aver creato i sodalizi più disparati: senatori autorevoli che hanno votato per la stessa riforma in parlamento  come Mario Monti; populisti che lamentano il costo esorbitante e la corruzione del governo italiano  come Beppe Grillo; addirittura alcuni esponenti del partito di Renzi che in passato hanno guidato commissioni per varare analoghe modifiche costituzionali  come Massimo D Alema  cariatidi della  casta  più becera quali Cirino Pomicino  Gianfranco Fini  Ciriaco De Mita  Pierluigi Bersani   nostalgici di ideologie del secolo scorso quali Bertinotti  Vendola  Ferrero  e per finire anche quel poco che resta del sacro romano impero di Arcore. Ebbene è chiaro anche ai neonati che costoro non sono uniti dalla contrarietà alla riforma  quanto da una malcelata insofferenza ed invidia nei confronti di Matteo Renzi che con tutti i suoi limiti e difetti ha fatto in due anni ciò che questa armata Brancaleone non ha fatto in trenta anni.	2016-11-04T07:20:30+0000	777173745755471_784915804981265	522dd9b20abd4801dfb1910afee6aea9e799fceb	0	Date un'occhiata http://www.internazionale.it/notizie/2016/10/04/critiche-riforma-costituzionale	2016-11-18T21:59:05+0000	0
25_0	646923735447140_1831897223765106	1c95f23883b588992fa0fdb093ce1dea80368b18	Comitato per il SI al Referendum Costituzionale added an event.	2016-11-04T06:18:38+0000	1833195153635313	99eb63d6b4869155de547f0cdc6f99cbe0b5cc1c	0	Non ho mai votato per il Pd, ma voto Si perchè non è un voto per il PD ma per la credibilità dell'Italia anche se ritengo che ci sia voluto un referendum per una riforma ancor più drastica contro i piccoli e innumerevoli partitini, contro il trasformismo dei parlamentari, per l'abolizione totale del Senato e delle province, veri cancri della politica italiana. Infine	2016-11-06T09:07:56+0000	1
25_1	646923735447140_1831897223765106	1c95f23883b588992fa0fdb093ce1dea80368b18	Comitato per il SI al Referendum Costituzionale added an event.	2016-11-04T06:18:38+0000	1836619496626212	b1a8378488f4356278a51813caeb85bbdfc5421d	1	Il SOMARO	2016-11-12T06:20:46+0000	0
25_2	646923735447140_1831897223765106	1c95f23883b588992fa0fdb093ce1dea80368b18	Comitato per il SI al Referendum Costituzionale added an event.	2016-11-04T06:18:38+0000	1834084963546332	e45bef446dccd3f84e765701c798834f8d1a4d7b	0	Di Battista a Brescia il 13 novembre	2016-11-07T17:34:43+0000	4
25_3	646923735447140_1831897223765106	1c95f23883b588992fa0fdb093ce1dea80368b18	Comitato per il SI al Referendum Costituzionale added an event.	2016-11-04T06:18:38+0000	1838527783102050	964fd7479402badda0a98f50d8b3dfefa39911a2	1	Si, certo la corruzione. Intanto cominciamo con il mandare a casa un po' di politici, mica tanti, per adesso, solo 215 su 315 e facciamo lavorare gli altri 100 senza stipendio!	2016-11-15T17:40:50+0000	0
