position	post_id	post_by	post_text	post_published	comment_id	comment_by	is_reply	comment_message	comment_published	comment_like_count
15_3	976925292377312_1195516610518178	993ca655a4a446e90e7e7273cfba2912d48da897	Il 4 dicembre non riuscirai ad essere nel tuo comune di residenza e votare NO? compila questo form e potrai votare nel tuo comune di domicilio:  http://www.votofuorisede.com/  Condividi il post oppure tagga qui sotto i tuoi amici che possono essere interessati.  Ah  stai tranquillo  non abbiamo sbagliato a scrivere il sito ;-)	2016-11-15T15:49:34+0000	1195516610518178_1195608680508971	d24bd4ca61089443902069bab087e93d9cc492e1	0	Ilde K. Capizzi Rossana Morello	2016-11-15T18:05:47+0000	1
15_4	976925292377312_1195516610518178	993ca655a4a446e90e7e7273cfba2912d48da897	Il 4 dicembre non riuscirai ad essere nel tuo comune di residenza e votare NO? compila questo form e potrai votare nel tuo comune di domicilio:  http://www.votofuorisede.com/  Condividi il post oppure tagga qui sotto i tuoi amici che possono essere interessati.  Ah  stai tranquillo  non abbiamo sbagliato a scrivere il sito ;-)	2016-11-15T15:49:34+0000	1195516610518178_1196480067088499	b01ddaeb10b1f4248667479b167c6c3571036b54	0		2016-11-16T15:05:01+0000	0
15_5	976925292377312_1195516610518178	993ca655a4a446e90e7e7273cfba2912d48da897	Il 4 dicembre non riuscirai ad essere nel tuo comune di residenza e votare NO? compila questo form e potrai votare nel tuo comune di domicilio:  http://www.votofuorisede.com/  Condividi il post oppure tagga qui sotto i tuoi amici che possono essere interessati.  Ah  stai tranquillo  non abbiamo sbagliato a scrivere il sito ;-)	2016-11-15T15:49:34+0000	1195516610518178_1195545813848591	92bd0fdb023d1145e18136d6d9135ec5079a57dc	0	Luce Di Consolo	2016-11-15T16:35:41+0000	0
15_6	976925292377312_1195516610518178	993ca655a4a446e90e7e7273cfba2912d48da897	Il 4 dicembre non riuscirai ad essere nel tuo comune di residenza e votare NO? compila questo form e potrai votare nel tuo comune di domicilio:  http://www.votofuorisede.com/  Condividi il post oppure tagga qui sotto i tuoi amici che possono essere interessati.  Ah  stai tranquillo  non abbiamo sbagliato a scrivere il sito ;-)	2016-11-15T15:49:34+0000	1195516610518178_1195677797168726	4e5cdc5e9921f340a95eafd1916debd7499263b8	0	Francesca Rosso Elisea Salerno Priscilla Bijou Riccardi	2016-11-15T19:54:03+0000	0
15_7	976925292377312_1195516610518178	993ca655a4a446e90e7e7273cfba2912d48da897	Il 4 dicembre non riuscirai ad essere nel tuo comune di residenza e votare NO? compila questo form e potrai votare nel tuo comune di domicilio:  http://www.votofuorisede.com/  Condividi il post oppure tagga qui sotto i tuoi amici che possono essere interessati.  Ah  stai tranquillo  non abbiamo sbagliato a scrivere il sito ;-)	2016-11-15T15:49:34+0000	1195516610518178_1195602830509556	2e30f383bd7d9aa1c70aee8e38eac58b1d4c1066	0	Federica D'Alessano	2016-11-15T17:55:07+0000	0
15_8	976925292377312_1195516610518178	993ca655a4a446e90e7e7273cfba2912d48da897	Il 4 dicembre non riuscirai ad essere nel tuo comune di residenza e votare NO? compila questo form e potrai votare nel tuo comune di domicilio:  http://www.votofuorisede.com/  Condividi il post oppure tagga qui sotto i tuoi amici che possono essere interessati.  Ah  stai tranquillo  non abbiamo sbagliato a scrivere il sito ;-)	2016-11-15T15:49:34+0000	1195516610518178_1195556687180837	5799e251237e2e2051498475f211e50ce8dbaf2d	1	Io non ho la tessera elettorale so sorry	2016-11-15T16:48:00+0000	0
15_9	976925292377312_1195516610518178	993ca655a4a446e90e7e7273cfba2912d48da897	Il 4 dicembre non riuscirai ad essere nel tuo comune di residenza e votare NO? compila questo form e potrai votare nel tuo comune di domicilio:  http://www.votofuorisede.com/  Condividi il post oppure tagga qui sotto i tuoi amici che possono essere interessati.  Ah  stai tranquillo  non abbiamo sbagliato a scrivere il sito ;-)	2016-11-15T15:49:34+0000	1195516610518178_1195556970514142	5799e251237e2e2051498475f211e50ce8dbaf2d	1	E poi non so se voterei no anche se tu non approvi	2016-11-15T16:48:31+0000	0
15_10	976925292377312_1195516610518178	993ca655a4a446e90e7e7273cfba2912d48da897	Il 4 dicembre non riuscirai ad essere nel tuo comune di residenza e votare NO? compila questo form e potrai votare nel tuo comune di domicilio:  http://www.votofuorisede.com/  Condividi il post oppure tagga qui sotto i tuoi amici che possono essere interessati.  Ah  stai tranquillo  non abbiamo sbagliato a scrivere il sito ;-)	2016-11-15T15:49:34+0000	1195516610518178_1195557097180796	173672d4e3172c515544fc21341e33cbddd38c6e	1	quando scendi a natale te la fai. Ed è un obbligo.	2016-11-15T16:48:45+0000	0
15_11	976925292377312_1195516610518178	993ca655a4a446e90e7e7273cfba2912d48da897	Il 4 dicembre non riuscirai ad essere nel tuo comune di residenza e votare NO? compila questo form e potrai votare nel tuo comune di domicilio:  http://www.votofuorisede.com/  Condividi il post oppure tagga qui sotto i tuoi amici che possono essere interessati.  Ah  stai tranquillo  non abbiamo sbagliato a scrivere il sito ;-)	2016-11-15T15:49:34+0000	1195516610518178_1195563053846867	5799e251237e2e2051498475f211e50ce8dbaf2d	1	Okay, in ogni caso non sono per il no ecco.. Voi parlate tanto di "trivellare la costituzione" ma perché vi sembra che ora le cose vadano bene? Non sono con Renzi ovviamente perché é un povero coglione ma dato che le cose come stanno adesso fanno pena, non vedo perché non cambiare... L'italia ha bisogno di un cambiamento e anche se non approvo tutti i punti di questa riforma, preferirei tentarlo il cambiamento piuttosto che lasciare le cose come sono, perché possiamo iniziare a scavarci la fosse se non facciamo niente per cambiare. E poi, scusa tanto, con la riforma tolgono il potere al popolo é vero, ma perché vi sembra che ora noi popolo abbiamo un qualunque potere decisionale? Chi l'ha voluto renzi? Chi l'ha mai votato? Di sicuro non il popolo, non vedo quale potere abbiamo noi cittadini al momento, serviamo solo a lavorare per pagargli pure le tasse a sti pezzi di merda, che guadagni 500 euro e 150 te li fotte lo Stato, almeno fornissero dei servizi li pagherei con tutto il cuore... Ma così no, lo Stato italiano ci sta solo affamando, rovinando le vite, e noi dovremmo lasciare tutto com'è? Non credo sia la soluzione	2016-11-15T16:55:49+0000	0
15_12	976925292377312_1195516610518178	993ca655a4a446e90e7e7273cfba2912d48da897	Il 4 dicembre non riuscirai ad essere nel tuo comune di residenza e votare NO? compila questo form e potrai votare nel tuo comune di domicilio:  http://www.votofuorisede.com/  Condividi il post oppure tagga qui sotto i tuoi amici che possono essere interessati.  Ah  stai tranquillo  non abbiamo sbagliato a scrivere il sito ;-)	2016-11-15T15:49:34+0000	1195516610518178_1195610140508825	173672d4e3172c515544fc21341e33cbddd38c6e	1	Cara Giadina volevo anticipare che il fatto della tessera elettorale non dipende dalla tua opinione riguardo cosa votare, infatti se fossi stata convinta per il si avresti dovuto andare alle urne, detto cio ormai mi obblighi a dirti alcuni dei tanti motivi che spingerebbero me (se avessi gia compiuto 18 anni è chiaro) a votare No il 4 dicembre: - è vero come dici tu che come siamo messi ora le cose non vanno bene, ma non credo che l'italia abbia bisogno di un cambiamento della costituzione (o meglio follia in questo caso) ma ritengo piuttosto abbia bisogno semplicemente dell'attuazione di quest'ultima  con completa onestà e democrazia; - poi non è che siccome abbiamo poco potere decisionale dobbiamo votare per averne ancor meno; - inoltre il mondo non va a tentatvi se passa questa benedetta riforma ce la zuppiamo fino a chissà quando e , non sono io a dirlo, è stata fatta abbastanza ad cazzum. Purtroppo questa riforma io la vedo come un ricatto: vuoi l'abolizione di un ente pressochè inutile? vuoi la diminuizioni dei senatori? vuoi il "risparmio" sulla politica? bene se vuoi queste cose però ti deve andar bene anche che sarà impossibile da parte del popolo proporre leggi o referendum, ti deve andar bene che i senatori sono presi a caso dalle regioni (che poi secondo quale criterio il Trentino avrebbe 3 senatori invece le altre regioni 2?) e non hanno un ruolo ben definito, ti deve andar bene che diamo l'immunità alla classe più corrotta del paese, ti deve andar bene che facciamo caciara e facciamo lavorare male i sindaci che dovranno immedesimarsi part - time anche nel ruolo di senatori, ti deve andar bene l'accentramento di robe che lo Stato  ha deciso che competono a lui e non più alle regioni, ti devono andar bene una tale quantita di balle che io NOn scendo a compromessi. Sono dell'idea che se volevano abbassare i costi della politica bastava proporre una legge ordinaria sull'abbassamento degli stipendi, evitare cene di lusso e cosi via. Quindi se devo scegliere tra votare una proposta di merda che probabilmente sarà accompagnata da una legge elettorale ancora più schifosa che porrà fine a quel poco di sovranità che ci è rimasta e semplicemente riufiutare questa e aspettarne una migliore, voterei no ed aspetterei. Non è l'Italia che non funziona ma gli Italiani.	2016-11-15T18:08:27+0000	0
15_13	976925292377312_1195516610518178	993ca655a4a446e90e7e7273cfba2912d48da897	Il 4 dicembre non riuscirai ad essere nel tuo comune di residenza e votare NO? compila questo form e potrai votare nel tuo comune di domicilio:  http://www.votofuorisede.com/  Condividi il post oppure tagga qui sotto i tuoi amici che possono essere interessati.  Ah  stai tranquillo  non abbiamo sbagliato a scrivere il sito ;-)	2016-11-15T15:49:34+0000	1195516610518178_1195617823841390	5799e251237e2e2051498475f211e50ce8dbaf2d	1	Damo io ti capisco benissimo infatti non è che questa riforma mi piaccia è anche vero però che non è che se votiamo no allora cominceranno ad applicare le leggi costituzionali con "onestà" perché per farlo bisognerebbe far saltare in aria il parlamento e farlo rinascere dalle sue ceneri, ma siccome mi sembra poco fattibile... Purtroppo siamo in una situazione di merda e qualunque decisione ci farà calare a picco, è per questo che dico che tra non fare nulla e fare qualcosa preferisco fare qualcosa anche di merda ma é sempre qualcosa. Sai qual è il punto? Il punto è che non capisco per quale motivo io dovrei pensare al futuro di questo paese se lui non ha pensato al mio di futuro, tutta la gente che c'è stata prima in cosa ha pensato ai giovani del futuro? Sono solo bravi a dirci quanto facciamo schifo perché abbandoniamo il nostro paese dopo che ci hanno lasciato con le pezze al culo. Non me ne frega niente fei giovani del futuro che si dovranno sorbire i danni di questo eventuale si, perché amore per la patria quanto vuoi, io per i miei figli non sogno un futuro qui, non perché io non ami l'italia ma semplicemente perché i miei figli non dovranno MAI lavorare per dare metà del guadagno del sudore della loro fronte a uno strozzino, perché é questo che é il nostro Stato. Fanno tanto la guerra alla mafia, quando la mafia sta comodamente seduta in Parlamento a mangiarsi i soldi che noi ci facciamo il culo per guadagnare. Io sono molto stanca e da quando lavoro con contratto e tutto ho davvero realizzato quanto questo paese faccia pena. Allora vaffanculo al potere che tu dici che abbiamo perché tanto noi non contiamo niente per l'Italia e lo stesso vale per i nostri voti.	2016-11-15T18:20:21+0000	0
15_14	976925292377312_1195516610518178	993ca655a4a446e90e7e7273cfba2912d48da897	Il 4 dicembre non riuscirai ad essere nel tuo comune di residenza e votare NO? compila questo form e potrai votare nel tuo comune di domicilio:  http://www.votofuorisede.com/  Condividi il post oppure tagga qui sotto i tuoi amici che possono essere interessati.  Ah  stai tranquillo  non abbiamo sbagliato a scrivere il sito ;-)	2016-11-15T15:49:34+0000	1195516610518178_1195623093840863	173672d4e3172c515544fc21341e33cbddd38c6e	1	Condivido la tua rabbia, non dico che lo Stato è bello e perfetto. Ma io preferisco dare la possibilità ai governi successivi di fare meglio, perchè è ovvio che se passa il Si la merda diventa esecutiva. Io invece sogno un futuro in cui gli Italiani si sveglino e non votino sempre le stesse capre ma che scelgano con cognizione di causa. Nel caso di Renzi che non è stato votato la cosa si può in realtà giustificare come atto legittimo a quanto pare ma prima o poi il suo mandato finirà ed il parlamento dovrà votare qualcuno mi auguro di più responsabile. Cambiare è difficile ma non impossibile, lo stiamo vedendo molto da vicino nella nostra città. Io sogno un Italia concreta, pulita, che faccia l'interesse degli italiani e non delle banche, quindi resterò qui a ronzare nelle orecchie di coloro che la rovinano.	2016-11-15T18:28:16+0000	1
15_15	976925292377312_1195516610518178	993ca655a4a446e90e7e7273cfba2912d48da897	Il 4 dicembre non riuscirai ad essere nel tuo comune di residenza e votare NO? compila questo form e potrai votare nel tuo comune di domicilio:  http://www.votofuorisede.com/  Condividi il post oppure tagga qui sotto i tuoi amici che possono essere interessati.  Ah  stai tranquillo  non abbiamo sbagliato a scrivere il sito ;-)	2016-11-15T15:49:34+0000	1195516610518178_1195629863840186	5799e251237e2e2051498475f211e50ce8dbaf2d	1	Sono fiera di avere un fratello come te piccolo mio, ma purtroppo io non riesco a vedere un'Italia migliore all'orizzonte, quindi auguro anche a te di andar via un giorno, perché qui lavori e vivi di stenti in un altro paese se lavori riesci a vivere invece che a sopravvivere (a malapena direi)	2016-11-15T18:38:21+0000	1
15_16	976925292377312_1195516610518178	993ca655a4a446e90e7e7273cfba2912d48da897	Il 4 dicembre non riuscirai ad essere nel tuo comune di residenza e votare NO? compila questo form e potrai votare nel tuo comune di domicilio:  http://www.votofuorisede.com/  Condividi il post oppure tagga qui sotto i tuoi amici che possono essere interessati.  Ah  stai tranquillo  non abbiamo sbagliato a scrivere il sito ;-)	2016-11-15T15:49:34+0000	1195516610518178_1195556370514202	173672d4e3172c515544fc21341e33cbddd38c6e	0	Giada GrintWeasley Di Giovanni	2016-11-15T16:47:18+0000	0
15_17	976925292377312_1195516610518178	993ca655a4a446e90e7e7273cfba2912d48da897	Il 4 dicembre non riuscirai ad essere nel tuo comune di residenza e votare NO? compila questo form e potrai votare nel tuo comune di domicilio:  http://www.votofuorisede.com/  Condividi il post oppure tagga qui sotto i tuoi amici che possono essere interessati.  Ah  stai tranquillo  non abbiamo sbagliato a scrivere il sito ;-)	2016-11-15T15:49:34+0000	1195516610518178_1196242703778902	7673e063cc90f6d67730acf820c87584f57c70da	0	Carla Santomasi	2016-11-16T09:42:21+0000	1
15_18	976925292377312_1195516610518178	993ca655a4a446e90e7e7273cfba2912d48da897	Il 4 dicembre non riuscirai ad essere nel tuo comune di residenza e votare NO? compila questo form e potrai votare nel tuo comune di domicilio:  http://www.votofuorisede.com/  Condividi il post oppure tagga qui sotto i tuoi amici che possono essere interessati.  Ah  stai tranquillo  non abbiamo sbagliato a scrivere il sito ;-)	2016-11-15T15:49:34+0000	1195516610518178_1195670137169492	1c8b402bf0711e9efc0bac3f66f60f8c7b8f952f	0	Roberta DeMarco	2016-11-15T19:40:36+0000	0
21_0	976925292377312_1194507320619107	993ca655a4a446e90e7e7273cfba2912d48da897	Referendum 4 Dicembre: NO a  trivellare  la Costituzione added a new photo.	2016-11-14T17:22:23+0000	1194507320619107_1194629267273579	e8743b97636d74206693aaf58767a721fd6943d0	0	Io voto No	2016-11-14T18:53:08+0000	0
24_0	976925292377312_1192982767438229	993ca655a4a446e90e7e7273cfba2912d48da897	Perché noi voteremo NO Facciamo vedere questo video a tutti È un video breve  chiaro e nel merito della Riforma. #ScelgoNO #IoVotoNO	2016-11-13T11:12:23+0000	1192982767438229_1193466130723226	88f181869ff0944d098dc130c2ba0d13e30cdaa4	0	Rita Zanoni guardalo con la mamma e tutta la ciurma!!!	2016-11-13T20:32:52+0000	1
24_1	976925292377312_1192982767438229	993ca655a4a446e90e7e7273cfba2912d48da897	Perché noi voteremo NO Facciamo vedere questo video a tutti È un video breve  chiaro e nel merito della Riforma. #ScelgoNO #IoVotoNO	2016-11-13T11:12:23+0000	1192982767438229_1193961114007061	3650153cbcef95e71cccdf2acf149fbcbcefe648	0	chi vbota si vota pre quel popolo di deputati che vogliono solo continuare a rubare a tutti. se votate si siete come loro ladri e farabutto	2016-11-14T08:53:55+0000	0
24_2	976925292377312_1192982767438229	993ca655a4a446e90e7e7273cfba2912d48da897	Perché noi voteremo NO Facciamo vedere questo video a tutti È un video breve  chiaro e nel merito della Riforma. #ScelgoNO #IoVotoNO	2016-11-13T11:12:23+0000	1192982767438229_1193520284051144	3fdd2b99ce010ca1f93186c9e9d9136b6ad520a3	0	E qualcuno ancora vuol votare si???	2016-11-13T22:05:30+0000	1
24_3	976925292377312_1192982767438229	993ca655a4a446e90e7e7273cfba2912d48da897	Perché noi voteremo NO Facciamo vedere questo video a tutti È un video breve  chiaro e nel merito della Riforma. #ScelgoNO #IoVotoNO	2016-11-13T11:12:23+0000	1192982767438229_1194701687266337	44824bc92c966cd60296c44f40a7078072856fce	0	?????	2016-11-14T20:58:47+0000	0
24_4	976925292377312_1192982767438229	993ca655a4a446e90e7e7273cfba2912d48da897	Perché noi voteremo NO Facciamo vedere questo video a tutti È un video breve  chiaro e nel merito della Riforma. #ScelgoNO #IoVotoNO	2016-11-13T11:12:23+0000	1192982767438229_1196426170427222	86e90913a66ec744efb97c351e12dafa3081d90b	0	Vincenzo Angelo	2016-11-16T13:59:35+0000	1
24_5	976925292377312_1192982767438229	993ca655a4a446e90e7e7273cfba2912d48da897	Perché noi voteremo NO Facciamo vedere questo video a tutti È un video breve  chiaro e nel merito della Riforma. #ScelgoNO #IoVotoNO	2016-11-13T11:12:23+0000	1192982767438229_1194621010607738	d41c60f25b871abad1789cd16222b24816232a24	0	Antonio Riccardi	2016-11-14T18:38:28+0000	1
24_6	976925292377312_1192982767438229	993ca655a4a446e90e7e7273cfba2912d48da897	Perché noi voteremo NO Facciamo vedere questo video a tutti È un video breve  chiaro e nel merito della Riforma. #ScelgoNO #IoVotoNO	2016-11-13T11:12:23+0000	1192982767438229_1197792600290579	101f063d8f52cae803c6d37dc1d2d02f12801557	0	Tena Prelec	2016-11-17T21:35:50+0000	0
24_7	976925292377312_1192982767438229	993ca655a4a446e90e7e7273cfba2912d48da897	Perché noi voteremo NO Facciamo vedere questo video a tutti È un video breve  chiaro e nel merito della Riforma. #ScelgoNO #IoVotoNO	2016-11-13T11:12:23+0000	1192982767438229_1198153520254487	5d52c7987311a9f0969ffbf3ca59f1054ffa5281	0	Rosi Conti	2016-11-18T07:32:08+0000	0
26_0	976925292377312_1350960548269190	c1f03af14477b9067658509bc73b8b0efd51441a	Ma guarda tu la coincidenza... con la riforma Renzi-Boschi-Verdini il senato avrà in automatico maggioranza PD  qualunque sia il risultato delle elezioni. Ma vi pare giusto?	2016-11-12T21:41:09+0000	1350960548269190_1351135934918318	87979cdc3d6e22d804ac54d91e62bf370533b4e4	0	E' OVVIO, SE NO NON AVREBBERO FATTO LA RIFORMA,.	2016-11-13T02:31:48+0000	0
28_0	976925292377312_1192018467534659	993ca655a4a446e90e7e7273cfba2912d48da897	Matteo Renzi  nella sua ultima Diretta Facebook  dice una GRANDISSIMA BUGIA sui futuri referendum e su quello del 17 aprile. Guardare e ascoltare per credere. Fino al 4 dicembre informatevi a dovere  perchè se andare nel #Merito della riforma il vostro voto non può che essere NO .	2016-11-12T16:20:26+0000	1192018467534659_1192028264200346	22183cd86ae66206393c60d21a054c00275fe294	0	Si vede che non l'ha letta nemmeno lui 😂	2016-11-12T16:34:00+0000	4
28_1	976925292377312_1192018467534659	993ca655a4a446e90e7e7273cfba2912d48da897	Matteo Renzi  nella sua ultima Diretta Facebook  dice una GRANDISSIMA BUGIA sui futuri referendum e su quello del 17 aprile. Guardare e ascoltare per credere. Fino al 4 dicembre informatevi a dovere  perchè se andare nel #Merito della riforma il vostro voto non può che essere NO .	2016-11-12T16:20:26+0000	1192018467534659_1194357137300792	39ae53aa364812df15ea18f5661d357b8fa482a9	1	Perché? Mi faccio 4 risate a sentirlo	2016-11-14T15:01:33+0000	0
28_2	976925292377312_1192018467534659	993ca655a4a446e90e7e7273cfba2912d48da897	Matteo Renzi  nella sua ultima Diretta Facebook  dice una GRANDISSIMA BUGIA sui futuri referendum e su quello del 17 aprile. Guardare e ascoltare per credere. Fino al 4 dicembre informatevi a dovere  perchè se andare nel #Merito della riforma il vostro voto non può che essere NO .	2016-11-12T16:20:26+0000	1192018467534659_1192114960858343	596aa34a5741df4d9172cab7269ee5bcd58939f3	0	NON VOGLIO NEMMENO SENTIRE LE CAVOLATE CHE DICE!	2016-11-12T17:34:03+0000	1
28_3	976925292377312_1192018467534659	993ca655a4a446e90e7e7273cfba2912d48da897	Matteo Renzi  nella sua ultima Diretta Facebook  dice una GRANDISSIMA BUGIA sui futuri referendum e su quello del 17 aprile. Guardare e ascoltare per credere. Fino al 4 dicembre informatevi a dovere  perchè se andare nel #Merito della riforma il vostro voto non può che essere NO .	2016-11-12T16:20:26+0000	1192018467534659_1192114594191713	2c1bba50366975eced20f41127f528a0faff75f6	0	mandiamo in galera è un falso votiamo NO.	2016-11-12T17:33:33+0000	1
28_4	976925292377312_1192018467534659	993ca655a4a446e90e7e7273cfba2912d48da897	Matteo Renzi  nella sua ultima Diretta Facebook  dice una GRANDISSIMA BUGIA sui futuri referendum e su quello del 17 aprile. Guardare e ascoltare per credere. Fino al 4 dicembre informatevi a dovere  perchè se andare nel #Merito della riforma il vostro voto non può che essere NO .	2016-11-12T16:20:26+0000	1192018467534659_1194356527300853	39ae53aa364812df15ea18f5661d357b8fa482a9	0	Bello parlare senza contraddittorio.	2016-11-14T15:00:48+0000	0
28_5	976925292377312_1192018467534659	993ca655a4a446e90e7e7273cfba2912d48da897	Matteo Renzi  nella sua ultima Diretta Facebook  dice una GRANDISSIMA BUGIA sui futuri referendum e su quello del 17 aprile. Guardare e ascoltare per credere. Fino al 4 dicembre informatevi a dovere  perchè se andare nel #Merito della riforma il vostro voto non può che essere NO .	2016-11-12T16:20:26+0000	1192018467534659_1193177524085420	e7d2554344e3a24f8a37c0834ec3deb159168319	0	Io voto NO!	2016-11-13T14:24:55+0000	0
28_6	976925292377312_1192018467534659	993ca655a4a446e90e7e7273cfba2912d48da897	Matteo Renzi  nella sua ultima Diretta Facebook  dice una GRANDISSIMA BUGIA sui futuri referendum e su quello del 17 aprile. Guardare e ascoltare per credere. Fino al 4 dicembre informatevi a dovere  perchè se andare nel #Merito della riforma il vostro voto non può che essere NO .	2016-11-12T16:20:26+0000	1192018467534659_1192928554110317	3e6dabd70efdda70b9938c7106c01adbfc3a302c	0		2016-11-13T09:01:25+0000	0
