type	by	post_id	post_link	post_message	picture	full_picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes_count_fb	comments_count_fb	reactions_count_fb	shares_count_fb	engagement_fb	comments_retrieved	comments_base	comments_replies	comment_likes_count	rea_NONE	rea_LIKE	rea_LOVE	rea_WOW	rea_HAHA	rea_SAD	rea_ANGRY	rea_THANKFUL
photo	post_user_976925292377312	976925292377312_10211200124589869	https://www.facebook.com/976925292377312/posts/10211200124589869	(da Ferdinando Imposimato)  Presidente Renzi  la colpa della crisi dell Italia  non è  nell Europa  che  chiede conto dei suoi bilanci  che accrescono le diseguaglianze   ma  nella destinazione da parte del Governo italiano di diversi miliardi di euro alle grandi banche con  leggi sbagliate come la salva banche   Atlante e roba del genere  e non in difesa di risparmiatori e  lavoratori e giovani.   Inoltre vorrei sapere da  Lei  se la riforma è stata condizionata dal documento del 28 maggio 2013 di JP Morgan sulla necessità di cambiare le costituzioni socialiste dei paesi del Sud Europa.  16-11- 16	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15078779_10211200124589869_5263996047344668275_n.jpg?oh=68ec8f5178978f54d418ba29a4ebd17f&oe=588A947D	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15078779_10211200124589869_5263996047344668275_n.jpg?oh=78c2332f05dff252ede8a9315e139ffb&oe=58C25970	https://www.facebook.com/photo.php?fbid=10211200124589869&set=o.976925292377312&type=3	facebook.com	2016-11-17T00:43:46+0000	1479343426	2016-11-17 01:43:46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
photo	post_user_976925292377312	976925292377312_10210185471667067	https://www.facebook.com/976925292377312/posts/10210185471667067	https://www.facebook.com/Leggistudia/photos/a.864309533606849.1073741829.828578543846615/1168668213170978/?type=3&theater	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15036172_1168668213170978_7765238838921925685_n.jpg?oh=440c505d8b56107ee2916822d2c9a05c&oe=58C13AFB	https://scontent.xx.fbcdn.net/v/t1.0-0/p180x540/15036172_1168668213170978_7765238838921925685_n.jpg?oh=d0ed42c6bbcab7991ca242af19998fb9&oe=58CEB887	https://www.facebook.com/Leggistudia/photos/a.864309533606849.1073741829.828578543846615/1168668213170978/?type=3	facebook.com	2016-11-16T11:17:12+0000	1479295032	2016-11-16 12:17:12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
photo	post_user_976925292377312	976925292377312_10211193493424094	https://www.facebook.com/976925292377312/posts/10211193493424094		https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15078720_10211193493424094_8699961593278279101_n.jpg?oh=7b7a0777f4d4a977e02a2cd22766de1c&oe=58CCCF5D	https://scontent.xx.fbcdn.net/v/t1.0-9/15078720_10211193493424094_8699961593278279101_n.jpg?oh=b25d1c905bc0034a817098210a9710cd&oe=58BF5CBB	https://www.facebook.com/photo.php?fbid=10211193493424094&set=o.976925292377312&type=3	facebook.com	2016-11-16T06:15:46+0000	1479276946	2016-11-16 07:15:46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
photo	post_user_976925292377312	976925292377312_10211193492664075	https://www.facebook.com/976925292377312/posts/10211193492664075	IL VICINO  --  di Fabio Pontefice  Mentre torno dal lavoro  per tre sere consecutive  vedo un mio vicino di casa che parla con due persone in giardino. sempre le stesse. Pensando ad una possibile  vendita truffa   ieri sono andato a fargli visita. Io: Ooh  ma chi sono quei due che sono tre sere  che vedo davanti casa tua ? Vicino: son due che giron pel Si; Io: perché sei pel Si ? Vicino: Ma sé matto ? Sò pel No. Sennò quando ce l  mandamo a casa ta quello; Io: mbè allora perché son capitati tre volte? Vicino:   Sò stato io a farcelli arní  ie dicevo che n ero tanto convinto  che volevo capì meglio. Io: E perché? Vicino: Si passavono du ore di qui  non scocciavono l anima ta qualcun altro; Io: te pia mbene  pensavo che eron due che te volevon fregà; Vicino: Ma ta chi? Io sento l odore de nrenziano an  chilometro.	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15056510_10211193492664075_4139672022413997080_n.jpg?oh=b04018f9ac54c2aa2a022690e7439398&oe=58B8772E	https://scontent.xx.fbcdn.net/v/t1.0-9/15056510_10211193492664075_4139672022413997080_n.jpg?oh=edc5019c2027d3a9a20d2f2b6f5012a1&oe=58C7A1C8	https://www.facebook.com/photo.php?fbid=10211193492664075&set=o.976925292377312&type=3	facebook.com	2016-11-16T06:15:36+0000	1479276936	2016-11-16 07:15:36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
photo	post_user_976925292377312	976925292377312_10211191161605800	https://www.facebook.com/976925292377312/posts/10211191161605800	IL RISARCIMENTO  Ieri  prima di una proficua assemblea convocata presso la Nuova Casa del Popolo di Ponticelli col nobile pretesto della presentazione di una biografia di Teresa Noce  una delle  madri  della Costituzione  abbiamo girato per il quartiere  assai provato e deprivato  come si dice in gergo pedagogico  per volantinare. Dal megafono  ho invitato a votare NO richiamando gli argomenti che più potessero fare presa nello specifico contesto. I ragazzini sono scesi a controllare  con fare tra il minaccioso e il diffidente; si vedevano  dai balconi  teste che si affollavano dietro le persiane e mani che scostavano tendine... Un signore si è affacciato da una palazzina malridotta e mi ha urlato:  OOH! CE FA MALE  A CAPA! .  Gli ho risposto:  Mi scusi! ... Buona Domenica! . Una signora lo ha tirato per un braccio dentro casa. Si è sentita una voce che rimbrottava  risentita. Poi  la signora è uscita da sola sul balcone e mi ha detto:  Buonasera! Noi votiamo NO! . Era il suo  risarcimento  per la brutta figura che le aveva fatto fare l uomo... Nella Napoli che più soffre  capita anche che si voti NO...  pe   bbona crianza .  MARCELLA RAIOLA	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15037126_10211191161605800_7549487183757115309_n.jpg?oh=88be5bb133ec0839cc1d4ac1323dbfe7&oe=58CBCD90	https://scontent.xx.fbcdn.net/v/t1.0-9/15037126_10211191161605800_7549487183757115309_n.jpg?oh=12d6b3b940982cea51a7c608ed142375&oe=588DE176	https://www.facebook.com/photo.php?fbid=10211191161605800&set=o.976925292377312&type=3	facebook.com	2016-11-15T22:42:36+0000	1479249756	2016-11-15 23:42:36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
link	post_page_976925292377312	976925292377312_1195516610518178	https://www.facebook.com/976925292377312/posts/1195516610518178	Il 4 dicembre non riuscirai ad essere nel tuo comune di residenza e votare NO? compila questo form e potrai votare nel tuo comune di domicilio:  http://www.votofuorisede.com/  Condividi il post oppure tagga qui sotto i tuoi amici che possono essere interessati.  Ah  stai tranquillo  non abbiamo sbagliato a scrivere il sito ;-)	https://external.xx.fbcdn.net/safe_image.php?d=AQA-cyM3nCZ0c65Q&w=130&h=130&url=http%3A%2F%2Fwww.votofuorisede.com%2Fassets%2Flogo-6f6b52da3bb945020dd8d50008d83733d66e22f979b0afa361af371588a0dbba.jpg&cfs=1	https://external.xx.fbcdn.net/safe_image.php?d=AQDvABIMp5HBIrds&url=http%3A%2F%2Fwww.votofuorisede.com%2Fassets%2Flogo-6f6b52da3bb945020dd8d50008d83733d66e22f979b0afa361af371588a0dbba.jpg	http://www.votofuorisede.com/	votofuorisede.com	2016-11-15T15:49:34+0000	1479224974	2016-11-15 16:49:34	54	19	54	59	132	19	11	8	6	0	54	0	0	0	0	0	0
photo	post_page_976925292377312	976925292377312_1195347293868443	https://www.facebook.com/976925292377312/posts/1195347293868443	 Vergogna  votate come casapound  votate come I fascisti!!!   Nel 2011  al referendum sull acqua pubblica  sul nucleare ecc. Il PD e Casapound votavano cosi  perchè nei referendum non valgono gli schieramenti ma le idee.	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15032135_1195347293868443_5361364985934898542_n.jpg?oh=80501e6b46364de067d7173c12463e93&oe=58B9B657	https://scontent.xx.fbcdn.net/t31.0-8/s720x720/15123189_1195347293868443_5361364985934898542_o.jpg	https://www.facebook.com/NOaTRIVELLARElaCOSTITUZIONE/photos/a.984530951616746.1073741828.976925292377312/1195347293868443/?type=3	facebook.com	2016-11-15T13:04:18+0000	1479215058	2016-11-15 14:04:18	17	1	19	7	27	0	0	0	0	0	17	0	0	1	0	1	0
status	post_page_976925292377312	976925292377312_1195098847226621	https://www.facebook.com/976925292377312/posts/1195098847226621	Vota Sì se vuoi Rinunciare ad eleggere i tuoi rappresentanti. Vota Sì Se vuoi che il senato diventi il luogo di tanti che non hanno potere di voto. Ma se pensi che il parlamento sia cosa seria da difendere vota NO! in memoria dei tanti caduti per donarcela. Sicuramente perfettibile ma questa forma esautora l elettore facendo diventare il Senato della Repubblica semplice organo consultivo. #IoScelgoNO					2016-11-15T07:17:36+0000	1479194256	2016-11-15 08:17:36	26	0	26	8	34	0	0	0	0	0	26	0	0	0	0	0	0
photo	post_user_976925292377312	976925292377312_10211183429172494	https://www.facebook.com/976925292377312/posts/10211183429172494	CARO PRESIDENTE  --  di Maria Pia De Noia  Caro Presidente ... Sono Vincenzo  ingegnere di Palermo  grazie a una borsa di studio vivo a Boston  in Italia arrivavo sempre dietro qualcuno. Sono Maria  archeologa di Bari  ma faccio la nanny a New York  non ho trovato di meglio finora con la mia laurea in Puglia.  Sono Pietro  falegname di Bardonecchia  dopo il fallimento della mia impresa mi sono improvvisato pizzaiolo a Monaco.  Sono Daniela  grafica di Perugia  curo la comunicazione digitale di una rivista a Dublino  mi pagano benino  soprattutto mi pagano. Sono Angelo  barman di L Aquila  dopo aver stretto i denti per un po   sono andato a Sidney  la mia città non è più tornata come prima. Sono Eleonora  storica dell arte di Roma  sono una guida del Louvre  in Italia prendevo meno del custode e lavoravo a chiamata.  Sono Fabio  broker di Torino  mi sono trasferito a Londra  guadagnavo anche bene ma ero stanco di competere coi raccomandati. Sono Giusy  operaia di Forlì  ho coronato un mio sogno: faccio l artista di strada a Madrid  guadagno poco ma almeno sono libera. ... da parte di tutti noi  grazie Presidente per la sua bella lettera  un segno di attenzione indubbiamente. Ma vede  noi italiani all estero tutto sommato fuori stiamo bene. Alla fine si impara a convivere con il clima  la nostalgia  il cibo diverso. Ci si abitua a tutto per una buona causa e soprattutto per stare meglio. Noi qua non abbiamo bisogno di tutele. Avremmo preferito averle in patria. Ma non ci sono state date. Non che sia colpa sua eh. È arrivato da poco. Solo che in quel poco é riuscito a cancellare quel poco che avevamo  fino al punto di trovarci a competere perfino con i nostri genitori.  Per questo caro Presidente  preferiremmo che lei utilizzasse il suo potere e la sua bontà per fare in modo che nessuno dei nostri connazionali sia costretto a lasciare la propria terra per necessità invece che per scelta  che nessuno debba fare un lavoro che non ama  che a ciascuno oltre il lavoro sia garantito rispetto  tutele e giusta retribuzione.  Ecco Presidente ci scriva quando sarà in grado di garantirci questo. Altrimenti risparmi i soldi del francobollo  anche se ancora non si capisce chi paga. In ogni caso eviti nuove figuracce. Sa noi italiani nel mondo  facciamo di tutto per tenere alto il nome del nostro paese.  Infine Presidente  la prossima volta si ricordi che prima del volantino  bisogna accertarsi che sia consegnata per tempo la scheda elettorale. Molti la ricevono in ritardo  quindi non votano. Sappiamo che la cosa non la turba più di tanto ma a noi interessa partecipare alla vita democratica del nostro paese per quel poco che ci è dato di fare. Magari se informatizzasse il servizio non sarebbe male. Che una scheda 2.0 non la vuole fare a coronamento della sua rivoluzione.   Cordialmente  Gli italiani all estero   PS. Guardi che lo sappiamo che non voteremo più per il Senato. Si è sparsa voce anche qua.  14-11- 16  FOTO: Rene Stuardo	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15056346_10211183429172494_8399292377526216594_n.jpg?oh=935abfd0729356f9ade63b1c0a8c2abf&oe=58C65280	https://scontent.xx.fbcdn.net/v/t1.0-9/15056346_10211183429172494_8399292377526216594_n.jpg?oh=3a715934b70028adfc55e6fa02fd8dc4&oe=58C42366	https://www.facebook.com/photo.php?fbid=10211183429172494&set=o.976925292377312&type=3	facebook.com	2016-11-15T00:00:03+0000	1479168003	2016-11-15 01:00:03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
photo	post_user_976925292377312	976925292377312_10211183228127468	https://www.facebook.com/976925292377312/posts/10211183228127468		https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15078710_10211183228127468_2688063127861990728_n.jpg?oh=e08e8af0e8d5ade4762e3ff3a2ba6e2a&oe=58D107CC	https://scontent.xx.fbcdn.net/v/t1.0-9/15078710_10211183228127468_2688063127861990728_n.jpg?oh=f469bc236108e334c9f683995dae2874&oe=58BB202A	https://www.facebook.com/photo.php?fbid=10211183228127468&set=o.976925292377312&type=3	facebook.com	2016-11-14T23:22:08+0000	1479165728	2016-11-15 00:22:08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
photo	post_user_976925292377312	976925292377312_10211183226807435	https://www.facebook.com/976925292377312/posts/10211183226807435	MA QUALE IMMOBILISMO?...  --  di Maria Pia De Noia   Che poi saremmo stati pure paese da G8  G20  G100 con questa Costituzione.  Abbiamo vissuto il boom economico con questa Costituzione.  Abbiamo sconfitto il fascismo  il terrorismo nero e rosso con questa Costituzione.  Abbiamo aderito a trattati e alleanze internazionali con questa Costituzione.  Siamo entrati nell Unione Europea e in tutte le sue precedenti declinazioni con questa Costituzione.  Abbiamo aderito all euro con questa Costituzione.  Abbiamo privatizzato tutto ciò che chiedevano di privatizzare con questa Costituzione. Abbiamo fabbricato auto  disegnato vestiti  depositato brevetti con questa Costituzione. Abbiamo acquistato aziende all estero con questa Costituzione.  Siamo passati dal proporzionale al maggioritario con questa Costituzione.  Ma di che immobilismo parlate?  E tante schifezze sono state fatte pure malgrado questa Costituzione. Abbiamo fatto le leggi ad personam. Abbiamo permesso leggi da medioevo in materia di bioetica.  Non siamo riusciti a sconfiggere la mafia: anzi abbiamo le mafie  mica solo una. Non siamo riusciti ad avere uno Stato laico  indipendente dal Vaticano.  Abbiamo smantellato aziende importanti. Non abbiamo detto un No fermo alla guerra. Non abbiamo posto argini all evasione  alla corruzione e all abusivismo. Non siamo riusciti a garantire lavoro a tutti. Non abbiamo tutelato l ambiente.  Prova che forse il problema non sono né i pilastri né il manuale per le istruzioni ma le persone che determinano il cambiamento in bene o in male.  Anche il vento si muove.  Ma non sempre è piacevole. Non sempre fa bene. Dipende dalle stagioni  dai luoghi  dalla potenza  dalla direzione. Il vento di per sé non è né buono né cattivo. Eppur si muove.  13-11- 16	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15107244_10211183226807435_8363749518794703942_n.jpg?oh=775b15219a8ffa84988fde3de90a8765&oe=58C94FCB	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15107244_10211183226807435_8363749518794703942_n.jpg?oh=5dc2dba9e26f18bd48d1be0922d66818&oe=588DBAC6	https://www.facebook.com/photo.php?fbid=10211183226807435&set=o.976925292377312&type=3	facebook.com	2016-11-14T23:21:55+0000	1479165715	2016-11-15 00:21:55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
photo	post_page_976925292377312	976925292377312_1194507320619107	https://www.facebook.com/976925292377312/posts/1194507320619107	Referendum 4 Dicembre: NO a  trivellare  la Costituzione added a new photo.	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/14993529_1194507320619107_2974601225160027499_n.jpg?oh=00ceb94c36a8a45f80b6315bd8dc4c6a&oe=58CBE922	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14993529_1194507320619107_2974601225160027499_n.jpg?oh=b9c6bf70410b0e632109dff1daaf6b45&oe=58BA2E37	https://www.facebook.com/NOaTRIVELLARElaCOSTITUZIONE/photos/a.984530951616746.1073741828.976925292377312/1194507320619107/?type=3	facebook.com	2016-11-14T17:22:23+0000	1479144143	2016-11-14 18:22:23	101	1	101	28	130	1	1	0	0	0	101	0	0	0	0	0	0
